Product_Name,Brand,Current_Price,Original_Price,Discount(%),Rating,Ratings count,Reviews Count,Platform,Category,Product_URL,Scrape_Date,Storage
Acer Aspire Lite Amd Ryzen 3 Quad Core 7330U - (16 Gb/512 Gb Ssd/Windows 11 Home) Al15-41 Thin And Lig...,Acer,30990,46990,0.34,4.2,616,52,Flipkart,laptops,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-7330u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH28U4WDFBUKP3&lid=LSTCOMH28U4WDFBUKP3PFEZVB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_27&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMH28U4WDFBUKP3.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook Go 15 Amd Ryzen 3 Quad Core 7320U - (8 Gb/512 Gb Ssd/Windows 11 Home) E1504Fa-Nj131Ws | ...,Asus,29990,44990,0.33,4.2,439,29,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj131ws-e1504fa-bq2321ws-thin-light-laptop/p/itm459fb45576278?pid=COMH94998FGG8FHG&lid=LSTCOMH94998FGG8FHGURVZSF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_28&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMH94998FGG8FHG.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Dell Intel Core I3 13Th Gen 1305U - (8 Gb/512 Gb Ssd/Windows 11 Home) Vostro 3530 Thin And Light Lapto...,Dell,35990,53658,0.32,4,214,8,Flipkart,laptops,https://www.flipkart.com/dell-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-vostro-3530-thin-light-laptop/p/itm79bd3633b64b4?pid=COMGZ8NDUXGPXTVZ&lid=LSTCOMGZ8NDUXGPXTVZ65WVRB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_29&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMGZ8NDUXGPXTVZ.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Samsung Galaxy Book4 Edge Series Copilot Ai-Pc Full Metal Chasis Qualcomm Snapdragon X - (16 Gb/512 Gb...,Samsung,64990,92390,0.29,4,44,4,Flipkart,laptops,https://www.flipkart.com/samsung-galaxy-book4-edge-series-copilot-ai-pc-full-metal-chasis-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-np750xqb-ka1in-thin-light-laptop/p/itm1d61ec8d90cc7?pid=COMHE4ATFWNVHXHS&lid=LSTCOMHE4ATFWNVHXHSIHS0FO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_30&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMHE4ATFWNVHXHS.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire Lite Amd Ryzen 3 Quad Core 7330U - (8 Gb/256 Gb Ssd/Windows 11 Home) Al15-41 Thin And Ligh...,Acer,26990,44990,0.4,4,78,7,Flipkart,laptops,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-7330u-8-gb-256-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSVSGUVKY4&lid=LSTCOMH2TPSVSGUVKY4MJENVA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_31&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMH2TPSVSGUVKY4.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 Gb/256 Gb Ssd/Windows 11 Home) A325-45 Thin And Light...,Acer,22990,29990,0.23,3.9,1229,112,Flipkart,laptops,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-11-home-a325-45-thin-light-laptop/p/itm9ca67a1a3ea22?pid=COMH2TPSHCGYHHH8&lid=LSTCOMH2TPSHCGYHHH8QDXGYW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_32&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMH2TPSHCGYHHH8.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire Lite Intel Core I3 13Th Gen 1305U - (16 Gb/512 Gb Ssd/Windows 11 Home) Al15-53 Notebook,Acer,34990,50990,0.31,4.2,176,15,Flipkart,laptops,https://www.flipkart.com/acer-aspire-lite-intel-core-i3-13th-gen-1305u-16-gb-512-gb-ssd-windows-11-home-al15-53-notebook/p/itm1bc0bcb4598e7?pid=COMH5WHPWD7GUWGT&lid=LSTCOMH5WHPWD7GUWGTPWGHOR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_33&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMH5WHPWD7GUWGT.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook Go 15 Oled Amd Ryzen 5 Quad Core 7520U - (8 Gb/512 Gb Ssd/Windows 11 Home) E1504Fa-Lk521...,Asus,40990,74990,0.45,4.4,2914,242,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk521ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFT7WWNGYG&lid=LSTCOMGMGXFT7WWNGYGEMFTUI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_34&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMGMGXFT7WWNGYG.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire Lite Amd Ryzen 3 Quad Core 7330U - (8 Gb/512 Gb Ssd/Windows 11 Home) Al15-41 Thin And Ligh...,Acer,28990,44990,0.35,4.2,616,52,Flipkart,laptops,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSM9V7V38F&lid=LSTCOMH2TPSM9V7V38F5SNKCO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_35&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMH2TPSM9V7V38F.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 Gb/512 Gb Ssd/Windows 11 Home) A324-45 Thin And Light...,Acer,22990,32999,0.3,3.9,2883,222,Flipkart,laptops,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_36&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMHFZYZFVD2MCAB.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Motorola Motobook 60 Full Metal Oled (I5 14Th Gen) Intel Core 5 (Series 2) 210H - (16 Gb/512 Gb Ssd/Wi...,Motorola,59990,93690,0.35,4.3,501,59,Flipkart,laptops,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNDNPDD5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=en_afiwgklItmXEowprOdjDkVGwGplbWOAOj0z11NuPRS5KDfQbpKzAZxCL3vyJSvv7vBFUcZYqdE91Gt6kFUkguPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo Ideapad Slim 3 Next Gen Ai Pc Wuxga Ips Copilot + Pc Qualcomm Snapdragon X - (16 Gb/512 Gb Ssd/...,Lenovo,59990,93490,0.35,4.3,16,1,Flipkart,laptops,https://www.flipkart.com/lenovo-ideapad-slim-3-next-gen-ai-pc-wuxga-ips-copilot-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-15q8x10-thin-light-laptop/p/itm097ac7e15511b?pid=COMHDMJYDGBTMJXG&lid=LSTCOMHDMJYDGBTMJXG8XSMNX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=en_afiwgklItmXEowprOdjDkVGwGplbWOAOj0z11NuPRS4HDSX5bhmwj8Bursbd3uF68wav15GA4lUN9tNqxJnzZvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Infinix Zero Book Series Intel Core I5 12Th Gen 12500H - (16 Gb/512 Gb Ssd/Windows 11 Home) Zl12 Busin...,Infinix,54527,79990,0.31,4.2,132,23,Flipkart,laptops,https://www.flipkart.com/infinix-zero-book-series-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-zl12-business-laptop/p/itmad7e026e8b8c5?pid=COMGMFK7MHZWV5YY&lid=LSTCOMGMFK7MHZWV5YYZF2TNE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMGMFK7MHZWV5YY.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp Backlit Intel Core I5 12Th Gen 1235U - (8 Gb/512 Gb Ssd/Windows 11 Home) 15S-Fy5002Tu Thin And Ligh...,Hp,44990,70064,0.35,4.3,7844,366,Flipkart,laptops,https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMGZNSBS7Z959EW.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
"Asus Vivobook S14 (2025) With Office 2024 + M365 Basic*, Metallic Design, Copilot+ Pc Qualcomm Snapdra...",Asus,67990,92990,0.26,4.4,31,1,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-copilot-pc-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3407qa-kp020ws-thin-light-laptop/p/itm4be832c0c07b8?pid=COMH9SJ9VPQXUK6T&lid=LSTCOMH9SJ9VPQXUK6TMHCHDN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=en_afiwgklItmXEowprOdjDkVGwGplbWOAOj0z11NuPRS6k7qsfx1xqNHas0mDbs_fYJPktNvYqd1_z93DXcJYUNPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Motorola Motobook 60 Full Metal Oled (I5 14Th Gen) Intel Core 5 (Series 2) 210H - (16 Gb/512 Gb Ssd/Wi...,Motorola,59990,93690,0.35,4.3,501,59,Flipkart,laptops,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme7b254581c42e?pid=COMHAUZW4MMNNCGT&lid=LSTCOMHAUZW4MMNNCGTLX2QLL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=en_afiwgklItmXEowprOdjDkVGwGplbWOAOj0z11NuPRS7ZDWRoNZkqEp3a2-khbwb6S9XvuKSs5Cx9x_j_TYpK1fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo Loq Intel Core I5 12Th Gen 12450Hx - (24 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics) 15Iax9 La...,Lenovo,69900,92290,0.24,4.3,6,1,Flipkart,laptops,https://www.flipkart.com/lenovo-loq-intel-core-i5-12th-gen-12450hx-24-gb-512-gb-ssd-windows-11-home-6-graphics-15iax9-laptop/p/itm5d961f15bc8b6?pid=COMHDMJFEGZXRXCU&lid=LSTCOMHDMJFEGZXRXCUHIUNKQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMHDMJFEGZXRXCU.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo Loq Essential Intel Core I7 12Th Gen 12650Hx - (12 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/...,Lenovo,76890,95090,0.19,4.1,172,13,Flipkart,laptops,https://www.flipkart.com/lenovo-loq-essential-intel-core-i7-12th-gen-12650hx-12-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-15iax9e-gaming-laptop/p/itm04eb1d3fb53f5?pid=COMHAQ3VKEQ6F7HU&lid=LSTCOMHAQ3VKEQ6F7HUGFOQNN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMHAQ3VKEQ6F7HU.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp Victus Intel Core I5 13Th Gen 13420H - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Gefor...,Hp,67990,87262,0.22,4.2,190,7,Flipkart,laptops,https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-144-hz-15-fa2700tx-gaming-laptop/p/itm068529921479d?pid=COMH8VXVWNPAZCSX&lid=LSTCOMH8VXVWNPAZCSX9Y3PQV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMH8VXVWNPAZCSX.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Acer Aspire 3 Amd Ryzen 3 Quad Core 7330U - (8 Gb/512 Gb Ssd/Windows 11 Home) A325-42 Thin And Light L...,Acer,28990,44990,0.35,4.1,618,85,Flipkart,laptops,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMH397X2KJ8XCHR.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo V 15 (2025) Intel Core I3 12Th Gen 1215U - (16 Gb/512 Gb Ssd/Windows 11 Pro) V 15 Thin And Ligh...,Lenovo,33980,74990,0.54,3.9,47,2,Flipkart,laptops,https://www.flipkart.com/lenovo-v-15-2025-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itm8a5bab8986d9b?pid=COMH9XXGYWKVKBFU&lid=LSTCOMH9XXGYWKVKBFUNMEBDJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=cfd83bb2-bc6b-481f-9ff1-e7fc67522ef3.COMH9XXGYWKVKBFU.SEARCH&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Motorola Motobook 60 Full Metal Oled (I7 14Th Gen) Intel Core 7 (Series 2) 240H - (16 Gb/512 Gb Ssd/Wi...,Motorola,67990,104890,0.35,4.4,246,34,Flipkart,laptops,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i7-14th-gen-intel-core-7-series-2-240h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm96df72a170b7f?pid=COMHAUZWRPCKAGKZ&lid=LSTCOMHAUZWRPCKAGKZVQFR3D&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=en_afiwgklItmXEowprOdjDkVGwGplbWOAOj0z11NuPRS5xV6Z7c4pRXYtnXZusxH8K-zd2kBXBknlfETJ31xmh1_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=bied4tip8g0000001756305376824&qH=c06ea84a1e3dc3c6,27-08-2025,
Samsung Galaxy Book4 Metal Intel Core I7 13Th Gen 1355U - (16 Gb/512 Gb Ssd/Windows 11 Home) Np750Xgj-...,Samsung,64990,89689,0.27,4.4,3394,227,Flipkart,laptops,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg3in-np750xgj-lg3in-np750xgj-lg8in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDYPUZAAXD&lid=LSTCOMGZUYDYPUZAAXDQK7GIX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=b478c4aa-3ee7-4b3e-8611-b67f4e2a0dc3.COMGZUYDYPUZAAXD.SEARCH&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo Ideapad Slim 1 Amd Ryzen 5 Hexa Core 5500U - (16 Gb/512 Gb Ssd/Windows 11 Home) 15Alc7 Thin And...,Lenovo,37190,61990,0.4,4.2,6586,552,Flipkart,laptops,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itm3680fb576eb7b?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3MJBCRU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=b478c4aa-3ee7-4b3e-8611-b67f4e2a0dc3.COMGN2YDSFGGXYG3.SEARCH&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
Hp 15 G9 (2025) Amd Ryzen 3 Dual Core 3250U - (16 Gb/512 Gb Ssd/Windows 11 Pro) 15 G9 Thin And Light L...,Hp,30990,51990,0.4,4.1,174,10,Flipkart,laptops,https://www.flipkart.com/hp-15-g9-2025-amd-ryzen-3-dual-core-3250u-16-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itma7df4d7d70080?pid=COMH9DVYSUGVCXZV&lid=LSTCOMH9DVYSUGVCXZVLO89B6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=b478c4aa-3ee7-4b3e-8611-b67f4e2a0dc3.COMH9DVYSUGVCXZV.SEARCH&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
Dell 15 Amd Ryzen 5 Hexa Core 7530U - (16 Gb/512 Gb Ssd/Windows 11 Home) 0In3535100801Rins1O / Odc1525...,Dell,42490,56919,0.25,4.3,569,36,Flipkart,laptops,https://www.flipkart.com/dell-15-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-0in3535100801rins1o-odc1525580201rins1-thin-light-laptop/p/itm672bf7685863c?pid=COMH8EPFGAZ5HFM3&lid=LSTCOMH8EPFGAZ5HFM3LJSGGR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=b478c4aa-3ee7-4b3e-8611-b67f4e2a0dc3.COMH8EPFGAZ5HFM3.SEARCH&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo Yoga Slim 6 Wuxga Oled Intel Core I5 13Th Gen 13500H - (16 Gb/512 Gb Ssd/Windows 11 Home) 14Irh...,Lenovo,70190,111890,0.37,4.4,420,46,Flipkart,laptops,https://www.flipkart.com/lenovo-yoga-slim-6-wuxga-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-14irh8-thin-light-laptop/p/itmae04103d75ff9?pid=COMGSVFETYUGZUHR&lid=LSTCOMGSVFETYUGZUHRTFCRLG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=b478c4aa-3ee7-4b3e-8611-b67f4e2a0dc3.COMGSVFETYUGZUHR.SEARCH&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
Samsung Galaxy Book4 Metal Intel Core I5 13Th Gen 1335U - (16 Gb/512 Gb Ssd/Windows 11 Home) Np750Xgj-...,Samsung,54990,82789,0.33,4.4,10854,905,Flipkart,laptops,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4AA4AUB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=b478c4aa-3ee7-4b3e-8611-b67f4e2a0dc3.COMGZUYDGFJGHZR4.SEARCH&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
Dell 15 Intel Core I3 12Th Gen 1215U - (8 Gb/512 Gb Ssd/Windows 11 Home) 3520 Thin And Light Laptop,Dell,32990,44861,0.26,4.2,1065,65,Flipkart,laptops,https://www.flipkart.com/dell-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itmf0fc8e8bdc072?pid=COMH2F22XWP7DQFM&lid=LSTCOMH2F22XWP7DQFMJYD9JY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=b478c4aa-3ee7-4b3e-8611-b67f4e2a0dc3.COMH2F22XWP7DQFM.SEARCH&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
Asus Vivobook 15 Intel Core I5 12Th Gen 1235U - (8 Gb/512 Gb Ssd/Windows 11 Home) X1504Za-Nj521Ws|X150...,Asus,40990,69990,0.41,4.2,8352,476,Flipkart,laptops,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=b478c4aa-3ee7-4b3e-8611-b67f4e2a0dc3.COMHYWSWMFQQBCG3.SEARCH&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
Motorola Motobook 60 Full Metal Oled (I5 14Th Gen) Intel Core 5 (Series 2) 210H - (16 Gb/512 Gb Ssd/Wi...,Motorola,59990,93690,0.35,4.3,501,59,Flipkart,laptops,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNDNPDD5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=en_f8_e4ThkXTpX4FCKKqXP-WDad7Axh94xWqHoCS5ryqgX01osSyxaiI7Ctrm4whHivBFUcZYqdE91Gt6kFUkguPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
Lenovo Ideapad Slim 3 Next Gen Ai Pc Wuxga Ips Copilot + Pc Qualcomm Snapdragon X - (16 Gb/512 Gb Ssd/...,Lenovo,59990,93490,0.35,4.3,16,1,Flipkart,laptops,https://www.flipkart.com/lenovo-ideapad-slim-3-next-gen-ai-pc-wuxga-ips-copilot-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-15q8x10-thin-light-laptop/p/itm097ac7e15511b?pid=COMHDMJYDGBTMJXG&lid=LSTCOMHDMJYDGBTMJXG8XSMNX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=en_f8_e4ThkXTpX4FCKKqXP-WDad7Axh94xWqHoCS5ryqjcLpZkD0soeMiYZHbp9ipERB-Rgu-L-gAGruSP_djP8_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=l0jc618byo0000001756305388686&qH=c06ea84a1e3dc3c6,27-08-2025,
