Product_Name,Brand,Current_Price,Original_Price,Discount(%),Rating,Ratings count,Reviews Count,Platform,Category,Product_URL,Scrape_Date,Storage
"Nothing Phone (3A) (Blue, 128 Gb)",Nothing,24999,27999,0.1,4.5,32099,2632,Flipkart,mobiles,https://www.flipkart.com/nothing-phone-3a-blue-128-gb/p/itm49557c5a65f9c?pid=MOBH8G3PYHZQBHED&lid=LSTMOBH8G3PYHZQBHEDSJY96C&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_131&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBH8G3PYHZQBHED.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,128
"Nothing Phone (3A) (Blue, 256 Gb)",Nothing,26999,29999,0.1,4.5,32099,2632,Flipkart,mobiles,https://www.flipkart.com/nothing-phone-3a-blue-256-gb/p/itm49557c5a65f9c?pid=MOBH8G3PZGYF9GED&lid=LSTMOBH8G3PZGYF9GED3K7YVW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_132&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBH8G3PZGYF9GED.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,256
"Nothing Phone (3A) (Black, 256 Gb)",Nothing,26999,29999,0.1,4.5,32099,2632,Flipkart,mobiles,https://www.flipkart.com/nothing-phone-3a-black-256-gb/p/itm49557c5a65f9c?pid=MOBH8G3PJJMGUFGH&lid=LSTMOBH8G3PJJMGUFGHIAA85M&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_133&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBH8G3PJJMGUFGH.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,256
"Nothing Phone (3A) (White, 128 Gb)",Nothing,24999,27999,0.1,4.5,32099,2632,Flipkart,mobiles,https://www.flipkart.com/nothing-phone-3a-white-128-gb/p/itm49557c5a65f9c?pid=MOBH8G3PK4RZFYAA&lid=LSTMOBH8G3PK4RZFYAASV0ZW8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_134&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBH8G3PK4RZFYAA.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,128
"Samsung Galaxy A35 5G (Awesome Navy, 256 Gb)",Samsung,23999,36999,0.35,4.3,25124,1621,Flipkart,mobiles,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-navy-256-gb/p/itm2d2e398127998?pid=MOBGYT2HEEYGMZFH&lid=LSTMOBGYT2HEEYGMZFH3U1TOF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_135&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBGYT2HEEYGMZFH.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,256
"Motorola Edge 60 5G (Pantone Shamrock, 256 Gb)",Motorola,25999,31999,0.18,4.3,3181,236,Flipkart,mobiles,https://www.flipkart.com/motorola-edge-60-5g-pantone-shamrock-256-gb/p/itm18a81b952d716?pid=MOBHB3T9PWMEHZST&lid=LSTMOBHB3T9PWMEHZSTSRIU0G&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_136&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBHB3T9PWMEHZST.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,256
"Oneplus Nord Ce4 Lite 5G (Super Silver, 128 Gb)",Oneplus,17049,20999,0.18,4.4,27350,1294,Flipkart,mobiles,https://www.flipkart.com/oneplus-nord-ce4-lite-5g-super-silver-128-gb/p/itm8fd5fdf300955?pid=MOBH25ZDPHNF38XJ&lid=LSTMOBH25ZDPHNF38XJGKK4HM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_137&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBH25ZDPHNF38XJ.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,128
Samsung Guru Music 2,Samsung,779,1750,0.55,3.1,3962,226,Flipkart,mobiles,https://www.flipkart.com/samsung-guru-music-2/p/itm0f44e190f0d83?pid=MOBH92AGKWGFUNGR&lid=LSTMOBH92AGKWGFUNGR031BCD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_138&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBH92AGKWGFUNGR.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,
"Motorola Edge 50 Fusion (Forest Blue, 256 Gb)",Motorola,20999,27999,0.25,4.4,161059,10984,Flipkart,mobiles,https://www.flipkart.com/motorola-edge-50-fusion-forest-blue-256-gb/p/itme13bbe694468e?pid=MOBGXTYZZEW8GZE6&lid=LSTMOBGXTYZZEW8GZE6HFCXI9&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_139&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBGXTYZZEW8GZE6.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,256
"Apple Iphone 14 (Starlight, 128 Gb)",Apple,52990,59900,0.11,4.6,313907,11688,Flipkart,mobiles,https://www.flipkart.com/apple-iphone-14-starlight-128-gb/p/itm3485a56f6e676?pid=MOBGHWFHABH3G73H&lid=LSTMOBGHWFHABH3G73H644UNJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_140&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBGHWFHABH3G73H.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,128
"Motorola G35 5G (Guava Red, 128 Gb)",Motorola,9999,12499,0.2,4.2,71088,4999,Flipkart,mobiles,https://www.flipkart.com/motorola-g35-5g-guava-red-128-gb/p/itm39bba58f6cdfc?pid=MOBH3YGPWZZB9ZZK&lid=LSTMOBH3YGPWZZB9ZZKFWIZWR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_141&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBH3YGPWZZB9ZZK.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,128
"Infinix Note 50S 5G+ (Titanium Grey, 128 Gb)",Infinix,15999,21999,0.27,4.4,17686,1607,Flipkart,mobiles,https://www.flipkart.com/infinix-note-50s-5g-titanium-grey-128-gb/p/itmfbc62747a37e7?pid=MOBHBYYE9PPMXGBH&lid=LSTMOBHBYYE9PPMXGBHASDX5S&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_142&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBHBYYE9PPMXGBH.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,128
Nokia 105 Classic With Charger,Nokia,899,1499,0.4,3.5,7593,496,Flipkart,mobiles,https://www.flipkart.com/nokia-105-classic-charger/p/itmce67f340bc3c1?pid=MOBGWZUWENQGEQEQ&lid=LSTMOBGWZUWENQGEQEQZZ3LOV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_143&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBGWZUWENQGEQEQ.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,
"Samsung Galaxy S24 Ultra 5G (Titanium Gray, 256 Gb)",Samsung,80999,134999,0.4,4.6,4812,402,Flipkart,mobiles,https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-gray-256-gb/p/itm12ef5ea0212ed?pid=MOBGX2F3RQKKKTAW&lid=LSTMOBGX2F3RQKKKTAWNKBMGS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&fm=organic&iid=433094eb-a0bc-4cab-aaaa-7ebfb772bd5b.MOBGX2F3RQKKKTAW.SEARCH&ppt=sp&ppn=sp&ssid=hepy3w1w680000001756305309125&qH=eb4af0bf07c16429,27-08-2025,256
Samsung Guru 1200,Samsung,594,1399,0.57,3.1,6661,464,Flipkart,mobiles,https://www.flipkart.com/samsung-guru-1200/p/itm1f40713c7512e?pid=MOBHD2VYZBPRKAAG&lid=LSTMOBHD2VYZBPRKAAGLP7PPV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_145&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBHD2VYZBPRKAAG.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,
"Google Pixel 8A (Porcelain, 128 Gb)",Google,37999,52999,0.28,4.3,7605,607,Flipkart,mobiles,https://www.flipkart.com/google-pixel-8a-porcelain-128-gb/p/itm619c078bd72f7?pid=MOBGYQ2MYWFSA3XU&lid=LSTMOBGYQ2MYWFSA3XUKOBOBJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_146&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBGYQ2MYWFSA3XU.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
"Motorola Edge 60 Stylus (Pantone Gibraltar Sea, 256 Gb)",Motorola,21999,28999,0.24,4.3,8773,703,Flipkart,mobiles,https://www.flipkart.com/motorola-edge-60-stylus-pantone-gibraltar-sea-256-gb/p/itm9e562c122f9ee?pid=MOBH9AEUQKVZZYNH&lid=LSTMOBH9AEUQKVZZYNHEJ305D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_147&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBH9AEUQKVZZYNH.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,256
"Nothing Phone (3A) (Black, 128 Gb)",Nothing,24999,27999,0.1,4.5,32099,2632,Flipkart,mobiles,https://www.flipkart.com/nothing-phone-3a-black-128-gb/p/itm49557c5a65f9c?pid=MOBH8G3P6UXPEFSZ&lid=LSTMOBH8G3P6UXPEFSZTYXBHZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_148&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBH8G3P6UXPEFSZ.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
"Redmi 13 5G (Hawaiian Blue, 128 Gb)",Redmi,12726,19999,0.36,4.2,10995,618,Flipkart,mobiles,https://www.flipkart.com/redmi-13-5g-hawaiian-blue-128-gb/p/itmbf96c9b15ce5e?pid=MOBH2SUHMUYBZSHY&lid=LSTMOBH2SUHMUYBZSHY0JVNGF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_149&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBH2SUHMUYBZSHY.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
"Iqoo Neo 10R 5G (Moonknight Titanium, 256 Gb)",Iqoo,28254,35999,0.21,4.5,832,51,Flipkart,mobiles,https://www.flipkart.com/iqoo-neo-10r-5g-moonknight-titanium-256-gb/p/itmdeb505b0113f2?pid=MOBHA7HHRZHB4YC2&lid=LSTMOBHA7HHRZHB4YC2YKPHLS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_150&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBHA7HHRZHB4YC2.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,256
"Motorola G96 5G (Pantone Greener Pastures, 256 Gb)",Motorola,19999,22999,0.13,4.4,8795,463,Flipkart,mobiles,https://www.flipkart.com/motorola-g96-5g-pantone-greener-pastures-256-gb/p/itma540ff796e078?pid=MOBHB3SZBFGXFGXR&lid=LSTMOBHB3SZBFGXFGXRIJJKQ7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_151&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBHB3SZBFGXFGXR.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,256
"Nothing Phone (3A) (White, 256 Gb)",Nothing,26999,29999,0.1,4.5,32099,2632,Flipkart,mobiles,https://www.flipkart.com/nothing-phone-3a-white-256-gb/p/itm49557c5a65f9c?pid=MOBH8G3PCBJAB8GX&lid=LSTMOBH8G3PCBJAB8GXYHLNGL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_152&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBH8G3PCBJAB8GX.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,256
"Google Pixel 9 (Obsidian, 256 Gb)",Google,64999,79999,0.18,4.5,3438,332,Flipkart,mobiles,https://www.flipkart.com/google-pixel-9-obsidian-256-gb/p/itm330ed8ebeefe1?pid=MOBH2HJGP3FGTECW&lid=LSTMOBH2HJGP3FGTECWIRLKP1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_153&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBH2HJGP3FGTECW.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,256
Nokia 105 Classic With Charger,Nokia,969,1499,0.35,3.5,7593,496,Flipkart,mobiles,https://www.flipkart.com/nokia-105-classic-charger/p/itmce67f340bc3c1?pid=MOBGWZUWRM7SF3FH&lid=LSTMOBGWZUWRM7SF3FHKQHE4Z&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_154&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBGWZUWRM7SF3FH.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,
"Infinix Note 50S 5G+ (Burgundy Red, 256 Gb)",Infinix,17999,24999,0.28,4.4,17686,1607,Flipkart,mobiles,https://www.flipkart.com/infinix-note-50s-5g-burgundy-red-256-gb/p/itmfbc62747a37e7?pid=MOBHBYYEP8ADSFDX&lid=LSTMOBHBYYEP8ADSFDXBNJCJ2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_155&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBHBYYEP8ADSFDX.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,256
"Infinix Note 50S 5G+ (Burgundy Red, 128 Gb)",Infinix,15999,21999,0.27,4.4,17686,1607,Flipkart,mobiles,https://www.flipkart.com/infinix-note-50s-5g-burgundy-red-128-gb/p/itmfbc62747a37e7?pid=MOBHBYYEG5Q5XVNC&lid=LSTMOBHBYYEG5Q5XVNCQNRRXW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_156&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBHBYYEG5Q5XVNC.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
"Infinix Note 50S 5G+ (Titanium Grey, 128 Gb)",Infinix,14999,19999,0.25,4.3,2113,141,Flipkart,mobiles,https://www.flipkart.com/infinix-note-50s-5g-titanium-grey-128-gb/p/itmfbc62747a37e7?pid=MOBHD6FJ37GZFJBD&lid=LSTMOBHD6FJ37GZFJBDUEVZKR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_157&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBHD6FJ37GZFJBD.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
"Infinix Note 50S 5G+ (Marine Drift, 128 Gb)",Infinix,15999,21999,0.27,4.4,17686,1607,Flipkart,mobiles,https://www.flipkart.com/infinix-note-50s-5g-marine-drift-128-gb/p/itmfbc62747a37e7?pid=MOBHBYYEMPC8GGKK&lid=LSTMOBHBYYEMPC8GGKKX7PNZI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_158&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBHBYYEMPC8GGKK.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
"Motorola Edge 60 Pro (Pantone Sparkling Grape, 256 Gb)",Motorola,29999,36999,0.18,4.3,13849,1223,Flipkart,mobiles,https://www.flipkart.com/motorola-edge-60-pro-pantone-sparkling-grape-256-gb/p/itm72c35d843cd5f?pid=MOBH9C9JWM2Y5FZP&lid=LSTMOBH9C9JWM2Y5FZPAENCST&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_159&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBH9C9JWM2Y5FZP.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,256
"Realme P4 5G (Forge Red, 128 Gb)",Realme,18499,20999,0.11,4.5,95,6,Flipkart,mobiles,https://www.flipkart.com/realme-p4-5g-forge-red-128-gb/p/itmf836e6de035a5?pid=MOBHERXFFDUYXSMM&lid=LSTMOBHERXFFDUYXSMMA5LXZO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_160&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBHERXFFDUYXSMM.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 Gb)",Samsung,21999,33999,0.35,4.3,25124,1621,Flipkart,mobiles,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-iceblue-128-gb/p/itm9684d2fe9201e?pid=MOBGYT2HEYWFCG8Q&lid=LSTMOBGYT2HEYWFCG8QSW6D6Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_161&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBGYT2HEYWFCG8Q.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
"Apple Iphone 15 Plus (Black, 128 Gb)",Apple,69999,79900,0.12,4.6,46077,2576,Flipkart,mobiles,https://www.flipkart.com/apple-iphone-15-plus-black-128-gb/p/itme3a53984760fb?pid=MOBGTAGPNRQA7CS3&lid=LSTMOBGTAGPNRQA7CS3YEKCQO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_162&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBGTAGPNRQA7CS3.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
Itel Keypad Mobile | 2.4 Inch Display| Type C Charging,Itel,1069,1649,0.35,4.2,479,32,Flipkart,mobiles,https://www.flipkart.com/itel-keypad-mobile-2-4-inch-display-type-c-charging/p/itm910797e7c101c?pid=MOBH8GF6MSRSHYGZ&lid=LSTMOBH8GF6MSRSHYGZL1YP0R&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_163&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBH8GF6MSRSHYGZ.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,
"Motorola Edge 50 Fusion (Forest Blue, 128 Gb)",Motorola,18999,25999,0.26,4.4,131605,8470,Flipkart,mobiles,https://www.flipkart.com/motorola-edge-50-fusion-forest-blue-128-gb/p/itm32aa01db0debf?pid=MOBGXTYZMJK85GFG&lid=LSTMOBGXTYZMJK85GFGHTK438&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_164&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBGXTYZMJK85GFG.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
Kechaoda K115,Kechaoda,965,1499,0.35,4.1,41324,2654,Flipkart,mobiles,https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBFTUZUGEC8QGCY&lid=LSTMOBFTUZUGEC8QGCYLBVDCX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_165&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBFTUZUGEC8QGCY.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,
Kechaoda K115,Kechaoda,965,1499,0.35,4.1,41324,2654,Flipkart,mobiles,https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBFPFFZYMPFHRXH&lid=LSTMOBFPFFZYMPFHRXHVSAI3B&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_166&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBFPFFZYMPFHRXH.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,
"Motorola Edge 60 Pro (Pantone Shadow, 256 Gb)",Motorola,32999,40999,0.19,4.3,6511,599,Flipkart,mobiles,https://www.flipkart.com/motorola-edge-60-pro-pantone-shadow-256-gb/p/itme4f8c6dd0e2db?pid=MOBH9C9JBE7X4H8H&lid=LSTMOBH9C9JBE7X4H8HC6CIWO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_167&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBH9C9JBE7X4H8H.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,256
"Iqoo Neo 10R 5G (Moonknight Titanium, 128 Gb)",Iqoo,24047,31999,0.24,4.4,1703,110,Flipkart,mobiles,https://www.flipkart.com/iqoo-neo-10r-5g-moonknight-titanium-128-gb/p/itmdeb505b0113f2?pid=MOBHA7HHCSXWHNZJ&lid=LSTMOBHA7HHCSXWHNZJCOWYW5&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_168&otracker=search&fm=organic&iid=277c5812-5dd6-4f49-8d76-b5b5946eb352.MOBHA7HHCSXWHNZJ.SEARCH&ppt=sp&ppn=sp&ssid=zenymkbsk00000001756305320148&qH=eb4af0bf07c16429,27-08-2025,128
"Redmi A4 5G Only On Jio Sim (Starry Black, 128 Gb)",Redmi,9300,11999,0.22,4.3,7752,358,Flipkart,mobiles,https://www.flipkart.com/redmi-a4-5g-only-jio-sim-starry-black-128-gb/p/itm779b8a6711870?pid=MOBH6YHD5HTVZZHK&lid=LSTMOBH6YHD5HTVZZHKHZG95P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_169&otracker=search&fm=organic&iid=619a1f3c-a7ef-4e96-b364-4d694a7a984c.MOBH6YHD5HTVZZHK.SEARCH&ppt=sp&ppn=sp&ssid=kjexw0o9kg0000001756305331155&qH=eb4af0bf07c16429,27-08-2025,128
"Realme Narzo 80 Lite 5G (Onyx Black, 128 Gb)",Realme,11475,14999,0.23,4.3,455,8,Flipkart,mobiles,https://www.flipkart.com/realme-narzo-80-lite-5g-onyx-black-128-gb/p/itm47ab7fdec3924?pid=MOBHDEYWADKP2QAB&lid=LSTMOBHDEYWADKP2QABF8XLQH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_170&otracker=search&fm=organic&iid=619a1f3c-a7ef-4e96-b364-4d694a7a984c.MOBHDEYWADKP2QAB.SEARCH&ppt=sp&ppn=sp&ssid=kjexw0o9kg0000001756305331155&qH=eb4af0bf07c16429,27-08-2025,128
"Motorola Edge 50 Fusion (Forest Green, 256 Gb)",Motorola,20999,27999,0.25,4.4,161059,10984,Flipkart,mobiles,https://www.flipkart.com/motorola-edge-50-fusion-forest-green-256-gb/p/itm372843264e10a?pid=MOBHYVFV3RNAGXF6&lid=LSTMOBHYVFV3RNAGXF6A8TQA2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_171&otracker=search&fm=organic&iid=619a1f3c-a7ef-4e96-b364-4d694a7a984c.MOBHYVFV3RNAGXF6.SEARCH&ppt=sp&ppn=sp&ssid=kjexw0o9kg0000001756305331155&qH=eb4af0bf07c16429,27-08-2025,256
"Iqoo Neo 10R 5G (Raging Blue, 128 Gb)",Iqoo,23980,31999,0.25,4.4,1703,110,Flipkart,mobiles,https://www.flipkart.com/iqoo-neo-10r-5g-raging-blue-128-gb/p/itmdeb505b0113f2?pid=MOBHA7HHVWBYP6CN&lid=LSTMOBHA7HHVWBYP6CNBWK8N0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_172&otracker=search&fm=organic&iid=619a1f3c-a7ef-4e96-b364-4d694a7a984c.MOBHA7HHVWBYP6CN.SEARCH&ppt=sp&ppn=sp&ssid=kjexw0o9kg0000001756305331155&qH=eb4af0bf07c16429,27-08-2025,128
"Samsung Galaxy A55 5G (Awesome Navy, 128 Gb)",Samsung,26498,42999,0.38,4.4,2525,183,Flipkart,mobiles,https://www.flipkart.com/samsung-galaxy-a55-5g-awesome-navy-128-gb/p/itm7ac5d2771f7a0?pid=MOBGYT2H4PGHBRHJ&lid=LSTMOBGYT2H4PGHBRHJQUIN8P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_173&otracker=search&fm=organic&iid=619a1f3c-a7ef-4e96-b364-4d694a7a984c.MOBGYT2H4PGHBRHJ.SEARCH&ppt=sp&ppn=sp&ssid=kjexw0o9kg0000001756305331155&qH=eb4af0bf07c16429,27-08-2025,128
